delta_s,coverage_star,coverage_pi,coverage_pi_tuned,coverage_pi_sd,coverage_star_ci_low,coverage_star_ci_high,coverage_pi_ci_low,coverage_pi_ci_high,coverage_pi_tuned_ci_low,coverage_pi_tuned_ci_high,coverage_pi_sd_ci_low,coverage_pi_sd_ci_high,coverage_gap_pi,coverage_gap_pi_tuned,coverage_gap_pi_sd,coverage_gap,coverage_gap_tuned,coverage_gain_pi_tuned_vs_base,coverage_gain_pi_sd_vs_base,coverage_gain_tuned_vs_base
2.45,0.9914775753701928,0.5057467182746825,0.9519785045512115,0.9611282743273795,0.9906599552572707,0.9921883692577205,0.5022643608773364,0.509655492821041,0.9503548051087201,0.9538256217227135,0.9595534012759964,0.9626336067611235,0.4857308570955102,0.0394990708189813,0.030349301042813304,0.4857308570955102,0.0394990708189813,0.44623178627652893,0.4553815560526969,0.44623178627652893
2.5,0.9919510434051821,0.5081022217487542,0.9522625853722051,0.9613058248405004,0.9911576885290532,0.9926618372927097,0.504539078867938,0.5121169347679415,0.9506385900121919,0.9540747842761266,0.959695737604015,0.9628567285726122,0.48384882165642795,0.03968845803297705,0.03064521856468172,0.48384882165642795,0.03968845803297705,0.4441603636234509,0.45320360309174623,0.4441603636234509
2.55,0.9925073683462945,0.5095344625545968,0.9525940129966975,0.961459701951872,0.9917024726868128,0.9931829480487199,0.5059594829729059,0.5135479919036966,0.9508992933489578,0.9543357835304145,0.959873288117136,0.962976279251447,0.4829729057916977,0.039913355349596946,0.03104766639442247,0.4829729057916977,0.039913355349596946,0.44305955044210077,0.45192523939727525,0.44305955044210077
2.6,0.9929098161760355,0.50961731946072,0.9527715635098185,0.9616135790632435,0.9921164612999065,0.993584804043417,0.5060426357965508,0.5136305528922979,0.9510667826663353,0.9545020891777043,0.9600390019293823,0.9631192074145094,0.4832924967153155,0.040138252666216956,0.03129623711279195,0.4832924967153155,0.040138252666216956,0.44315424404909853,0.45199625960252354,0.44315424404909853
2.65,0.9932294070996531,0.5096765029650936,0.9529727874246889,0.9617201093711161,0.9924478889243991,0.9938810174828072,0.5061707680835198,0.5136778996957968,0.9513372512813228,0.9547385272776772,0.9601573689381296,0.9632491152066096,0.48355290413455954,0.04025661967496419,0.031509297728537056,0.48355290413455954,0.04025661967496419,0.44329628445959535,0.4520436064060225,0.44329628445959535
2.7,0.9934069576127742,0.5096765029650936,0.9531740113395595,0.961814802978114,0.9926488169217476,0.994034302759135,0.5061707680835198,0.5136778996957968,0.9515399547838026,0.9549971591917901,0.960275440029355,0.9633553495969603,0.4837304546476806,0.04023294627321472,0.03159215463466025,0.4837304546476806,0.04023294627321472,0.4434975083744659,0.45213830001302036,0.4434975083744659
2.75,0.9935845081258952,0.5096883396659684,0.9533633985535551,0.9618858231833624,0.9928266633523904,0.9941887717055502,0.5061826047843946,0.5136894404791497,0.9517402909461076,0.9551519240557272,0.9603349194512506,0.9634142371838121,0.4838961684599268,0.04022110957234004,0.03169868494253281,0.4838961684599268,0.04022110957234004,0.44367505888758674,0.45219748351739397,0.44367505888758674
2.8,0.9937028751346425,0.5096883396659684,0.9534936022631773,0.9619213332859865,0.9929565711444905,0.9943311080335688,0.5061826047843946,0.5136894404791497,0.9518835150266918,0.9552818318478273,0.9603813785021839,0.9634606962347455,0.4840145354686741,0.04020927287146525,0.031781541848656,0.4840145354686741,0.04020927287146525,0.44380526259720887,0.4522329936200181,0.44380526259720887
2.85,0.993856752246014,0.5097120130677179,0.9535527857675509,0.9619686800894854,0.9930746422357161,0.9944604239906253,0.5061843802895258,0.5136900323141934,0.9519308618301907,0.9553288827338045,0.9604177763573738,0.9635083389557663,0.48414473917829615,0.04030396647846313,0.03188807215652856,0.48414473917829615,0.04030396647846313,0.443840772699833,0.4522566670217676,0.443840772699833
2.9,0.9939396091521371,0.5097238497685925,0.9536238059727993,0.9620041901921097,0.9931699276777577,0.9945204952475646,0.5062077577737534,0.5137015730975463,0.9520012902003954,0.9553892499082656,0.9604654190783944,0.9635441449759123,0.48421575938354455,0.040315803179337806,0.031935418960027384,0.48421575938354455,0.040315803179337806,0.44389995620420675,0.45228034042351717,0.44389995620420675
2.95,0.993986955955636,0.5097593598712168,0.9536593160754234,0.9620278635938591,0.9932172744812566,0.9946027603186439,0.5062554004947742,0.5137604606843981,0.9520368003030196,0.9554126273924931,0.9604887965626221,0.9635678183776618,0.48422759608441923,0.040327639880212596,0.031959092361776964,0.48422759608441923,0.040327639880212596,0.44389995620420664,0.45226850372264227,0.44389995620420664
3.0,0.9940461394600097,0.5097593598712168,0.9536948261780477,0.9620278635938591,0.9932764579856302,0.9946501071221429,0.5062554004947742,0.5137604606843981,0.9520717185706,0.9554360048767208,0.9604887965626221,0.9635678183776618,0.48428677958879296,0.040351313281962065,0.03201827586615069,0.48428677958879296,0.040351313281962065,0.4439354663068309,0.45226850372264227,0.4439354663068309
