delta_s,coverage_star,coverage_pi,coverage_pi_tuned,coverage_pi_sd,coverage_rss_longitudinal,coverage_star_ci_low,coverage_star_ci_high,coverage_pi_ci_low,coverage_pi_ci_high,coverage_pi_tuned_ci_low,coverage_pi_tuned_ci_high,coverage_pi_sd_ci_low,coverage_pi_sd_ci_high,coverage_rss_longitudinal_ci_low,coverage_rss_longitudinal_ci_high,coverage_gap_pi,coverage_gap_pi_tuned,coverage_gap_pi_sd,coverage_gap_rss_longitudinal,coverage_gap,coverage_gap_tuned,coverage_gain_pi_tuned_vs_base,coverage_gain_pi_sd_vs_base,coverage_gain_rss_longitudinal_vs_base,coverage_gain_tuned_vs_base
1.0,0.3576734683077795,0.15064942915505042,0.33521030286333475,0.35195565120743916,0.35146269272903546,0.35459578409979375,0.36115069707554426,0.14878157581073598,0.15253397158699167,0.3324150005018283,0.33858567779863186,0.3489496295975964,0.3554259707195294,0.34843716190704127,0.3548968642201249,0.2070240391527291,0.022463165444444766,0.005717817100340361,0.006210775578744054,0.2070240391527291,0.022463165444444766,0.18456087370828433,0.20130622205238874,0.20081326357398505,0.18456087370828433
1.05,0.40505871394491083,0.17788797541048462,0.38134606924702,0.39875063222631335,0.3974582804254674,0.4016979863093918,0.4087498355714244,0.17586898249044935,0.18010644858789937,0.37803869649250077,0.3850300149755105,0.39540294168706835,0.40250580543483183,0.3940971692071826,0.40109972079437883,0.2271707385344262,0.023712644697890806,0.00630808171859748,0.00760043351944345,0.2271707385344262,0.023712644697890806,0.2034580938365354,0.22086265681582873,0.21957030501498276,0.2034580938365354
1.1,0.4471440317000021,0.2025200416706522,0.42224784612978733,0.44051012907517695,0.43821060244533716,0.44358586753742585,0.4510226514486925,0.2003277057072834,0.20494688012978998,0.4189671439579926,0.4259091395315078,0.4369307454963778,0.4444070449304359,0.43471062326820264,0.44217979177465117,0.2446239900293499,0.02489618557021478,0.006633902624825161,0.008933429254664949,0.2446239900293499,0.02489618557021478,0.21972780445913512,0.23799008740452474,0.23569056077468495,0.21972780445913512
1.15,0.496818095572089,0.23216501029461162,0.4708042500139995,0.48966108272642683,0.48612541221348743,0.4930875468411511,0.500956133388486,0.22973275009855196,0.2348402819835531,0.467206836293885,0.4747771046653913,0.48569574466085436,0.49358273561329113,0.4825091847883224,0.49026207495173774,0.2646530852774774,0.0260138455580895,0.0071570128456621696,0.010692683358601573,0.2646530852774774,0.0260138455580895,0.23863923971938789,0.2574960724318152,0.2539604019188758,0.23863923971938789
1.2,0.5380136034293417,0.25792226037522803,0.5108731482863009,0.5304995630243001,0.5255438352198729,0.5338980104215276,0.5421549516718798,0.255340739254003,0.26066420719228284,0.5071019492652129,0.5148933411471683,0.5263834714000889,0.5346001733653815,0.5217983336898252,0.5295886669353447,0.28009134305411365,0.027140455143040754,0.0075140404050415555,0.012469768209468768,0.28009134305411365,0.027140455143040754,0.2529508879110729,0.2725773026490721,0.2676215748446449,0.2529508879110729
1.25,0.5856812348911746,0.28741856803981936,0.5576332995042267,0.5774757564955832,0.5705947994088484,0.5815106090467091,0.5899823371895703,0.28470037919128116,0.2901261347416567,0.5537584803141641,0.5616923003621627,0.5734624912127403,0.5814844055734388,0.5665055243408509,0.5746399289225813,0.2982626668513553,0.028047935386947942,0.008205478395591381,0.015086435482326244,0.2982626668513553,0.028047935386947942,0.27021473146440733,0.2900571884557639,0.28317623136902903,0.27021473146440733
1.3,0.6240596128785425,0.3116159057196243,0.5951140385988857,0.6147047008388892,0.6067009594543488,0.6199698194982647,0.6283979938074643,0.3085237324655637,0.3144014596941769,0.5910874118610624,0.5991823626201817,0.6106721597678954,0.6189337197947857,0.6025340133967304,0.6110782265106985,0.3124437071589182,0.028945574279656827,0.00935491203965333,0.017358653424193737,0.3124437071589182,0.028945574279656827,0.2834981328792614,0.3030887951192649,0.2950850537347245,0.2834981328792614
1.35,0.6668591854124095,0.3374495823150476,0.6367319632802821,0.656189726282589,0.6470256607327721,0.6624717323262009,0.6712399337388407,0.33411062944545983,0.3405125785113674,0.6323778656624656,0.640978362911402,0.6518634828515403,0.66043500096321,0.6427964753411749,0.6513032773496062,0.3294096030973619,0.030127222132127374,0.010669459129820535,0.019833524679637393,0.3294096030973619,0.030127222132127374,0.2992823809652345,0.31874014396754136,0.3095760784177245,0.2992823809652345
1.4,0.7002380294410749,0.3576505947086187,0.6691868786401084,0.6879197714487382,0.6782357605634156,0.6960499549470638,0.7049304612022921,0.354235831033479,0.3607841918038308,0.6649893951320325,0.6735417678674303,0.683764609791907,0.6925538913908975,0.6739058713109469,0.6827655314704273,0.34258743473245623,0.031051150800966543,0.012318257992336767,0.022002268877659326,0.34258743473245623,0.031051150800966543,0.3115362839314897,0.33026917674011946,0.3205851658547969,0.3115362839314897
1.45,0.7356429656274542,0.37726048367869536,0.7026830132226283,0.7212273824149383,0.7111413429598348,0.7317192130902325,0.7403597623985556,0.3739193491265001,0.3806452800218635,0.6986774178521036,0.7070153289886291,0.7171529698211193,0.7258126518298729,0.706993904868513,0.7156630078046098,0.3583824819487589,0.032959952404825965,0.014415583212515903,0.02450162266761946,0.3583824819487589,0.032959952404825965,0.3254225295439329,0.343966898736243,0.3338808592811394,0.3254225295439329
1.5,0.7645691555445976,0.3928341388060218,0.7307373796225184,0.7484052289026125,0.7383508969577612,0.7602639563096126,0.7692094776751399,0.3896266021659821,0.3962255606271647,0.7268226054210432,0.7355446698180724,0.7444295134827794,0.7532072902007636,0.7343484107587703,0.7428337830836912,0.3717350167385758,0.0338317759220792,0.01616392664198507,0.02621825858683635,0.3717350167385758,0.0338317759220792,0.3379032408164966,0.3555710900965907,0.34551675815173943,0.3379032408164966
