dataset,delta_s,coverage_star,coverage_pi,coverage_pi_tuned,coverage_pi_sd,coverage_star_ci_low,coverage_star_ci_high,coverage_pi_ci_low,coverage_pi_ci_high,coverage_pi_tuned_ci_low,coverage_pi_tuned_ci_high,coverage_pi_sd_ci_low,coverage_pi_sd_ci_high,coverage_gap_pi,coverage_gap_pi_tuned,coverage_gap_pi_sd,coverage_gap,coverage_gap_tuned,coverage_gain_pi_tuned_vs_base,coverage_gain_pi_sd_vs_base,coverage_gain_tuned_vs_base
us101,1.8,0.8817189889151673,0.4390865910447605,0.8394640323318431,0.8567192425088704,0.876362551853658,0.8865445872939339,0.4345583945996703,0.4441246778526364,0.8339913556314951,0.8447558105620574,0.8510700680196229,0.861584435593689,0.4426323978704068,0.0422549565833242,0.0249997464062968,0.4426323978704068,0.0422549565833242,0.4003774412870826,0.4176326514641099,0.4003774412870826
us101,1.85,0.896127800388144,0.4433433917997947,0.8537988999498979,0.8700339650211367,0.8905544052887294,0.9009493486598232,0.4388395709572704,0.4484315769834063,0.8483650339105678,0.8587822661566347,0.8645742225822453,0.8746841158099876,0.4527844085883493,0.0423289004382461,0.0260938353670072,0.4527844085883493,0.0423289004382461,0.4104555081501032,0.426690573221342,0.4104555081501032
us101,1.9,0.907888466821828,0.4459851756158927,0.8637182789125232,0.8799519610339843,0.9023422603616288,0.91225002698018,0.4415357949831324,0.4509209807546036,0.8578915329872935,0.869126717705447,0.8744814776820893,0.8843318464217951,0.4619032912059354,0.0441701879093049,0.0279365057878437,0.4619032912059354,0.0441701879093049,0.4177331032966305,0.4339667854180916,0.4177331032966305
us101,1.95,0.9185530613399868,0.4485392846742672,0.8728700112735265,0.8887862408774406,0.9133549944668752,0.9228855521909758,0.4440251353081154,0.4536040891102779,0.8674139645410124,0.8775846942667709,0.8833932747263398,0.8932491193056297,0.4700137766657197,0.0456830500664604,0.0297668204625463,0.4700137766657197,0.0456830500664604,0.4243307265992592,0.4402469562031734,0.4243307265992592
us101,2.0,0.9262597322425584,0.4503264861559195,0.879169646363621,0.8947347326836073,0.92145343056726,0.9305163871565164,0.4457762805976206,0.4554474644059804,0.8735286305820051,0.8839921267233682,0.8894962960594176,0.8992653456785653,0.475933246086639,0.0470900858789374,0.0315249995589512,0.475933246086639,0.0470900858789374,0.4288431602077015,0.4444082465276877,0.4288431602077015
us101,2.05,0.9341508034855092,0.4518838748375605,0.8857554373215999,0.9008712233602408,0.9294306796492304,0.9384350971966444,0.4473771369558469,0.4569769869516741,0.8802553134123935,0.8904664337925364,0.8959275610619974,0.9056004540123478,0.4822669286479486,0.0483953661639092,0.0332795801252684,0.4822669286479486,0.0483953661639092,0.4338715624840393,0.4489873485226802,0.4338715624840393
us101,2.1,0.9397724316393288,0.4526339010852833,0.8899977284482906,0.904907989347096,0.9352054862334576,0.9440648726569124,0.4480129398926913,0.457747069582133,0.8846837415199588,0.8948574615136636,0.8999385620802353,0.9094360103191568,0.4871385305540455,0.0497747031910381,0.0348644422922327,0.4871385305540455,0.0497747031910381,0.4373638273630073,0.4522740882618127,0.4373638273630073
us101,2.15,0.9460387621758432,0.4535368303725902,0.8949122238853493,0.9095327688895124,0.9416453216006822,0.9501858055518214,0.4489545114227458,0.4586734351694128,0.8898971550957033,0.8994904796968007,0.9050428887204092,0.9139566257400924,0.492501931803253,0.0511265382904939,0.0365059932863307,0.492501931803253,0.0511265382904939,0.441375393512759,0.4559959385169223,0.441375393512759
us101,2.2,0.9503820538970968,0.4543785592477695,0.8984486966722167,0.9126045309484356,0.9460393777336894,0.9545458103105864,0.4497981867001812,0.4594043330536599,0.8934259409351405,0.9032611463377622,0.9077665231447356,0.9170581576948464,0.4960034946493272,0.05193335722488,0.0377775229486609,0.4960034946493272,0.05193335722488,0.4440701374244472,0.4582259717006662,0.4440701374244472
us101,2.25,0.954738722817846,0.4552319580787242,0.9017396124200528,0.914983495107563,0.950573329189547,0.9589236338536328,0.4506763291150972,0.4602704089387254,0.8967422945358997,0.9065439203700394,0.9103827358334954,0.9194534543424714,0.4995067647391217,0.0529991103977931,0.0397552277102828,0.4995067647391217,0.0529991103977931,0.4465076543413285,0.4597515370288388,0.4465076543413285
