delta_s,coverage_star,coverage_pi,coverage_pi_tuned,coverage_pi_sd,coverage_star_ci_low,coverage_star_ci_high,coverage_pi_ci_low,coverage_pi_ci_high,coverage_pi_tuned_ci_low,coverage_pi_tuned_ci_high,coverage_pi_sd_ci_low,coverage_pi_sd_ci_high,coverage_gap_pi,coverage_gap_pi_tuned,coverage_gap_pi_sd,coverage_gap,coverage_gap_tuned,coverage_gain_pi_tuned_vs_base,coverage_gain_pi_sd_vs_base,coverage_gain_tuned_vs_base
1.95,0.9223947780951082,0.45552809759616036,0.8764348438335035,0.8820111031847266,0.9175236380172741,0.9265306358648885,0.4516135254990131,0.4600549945018459,0.8715898905186591,0.8809936378976209,0.8771174925696619,0.8864065885720679,0.4668666804989478,0.04595993426160472,0.04038367491038153,0.4668666804989478,0.04595993426160472,0.4209067462373431,0.4264830055885663,0.4209067462373431
2.0,0.9292622328897423,0.45755855560390873,0.8819800187058211,0.8869887255476199,0.9245766190611229,0.9335109082348607,0.45343415683329763,0.4619799893481151,0.8772812462453542,0.8861667084499717,0.8825070177489506,0.8912550162048662,0.47170367728583357,0.0472822141839212,0.04227350734212243,0.47170367728583357,0.0472822141839212,0.42442146310191237,0.42943016994371114,0.42442146310191237
2.05,0.9352261413194557,0.4595002314579365,0.8871689123383673,0.8911884225041766,0.93089506356913,0.9393938397568278,0.45544603587624194,0.4639548338994905,0.8826366409101096,0.8914424006530279,0.8868460924941499,0.8954502496806943,0.4757259098615192,0.04805722898108844,0.04403771881527907,0.4757259098615192,0.04805722898108844,0.42766868088043075,0.4316881910462401,0.42766868088043075
2.1,0.9394374811258832,0.46068940390868457,0.891347585008982,0.89409029476769,0.9351345139812374,0.9436225586353537,0.456595163747399,0.4651121572792099,0.88699877338953,0.8957927850947047,0.8897763265821017,0.8982908874980495,0.47874807721719864,0.048089896116901176,0.04534718635819324,0.47874807721719864,0.048089896116901176,0.43065818110029747,0.4334008908590054,0.43065818110029747
2.15,0.9448284488517558,0.46196503511644904,0.8946983341399501,0.8974872708640023,0.9407821985098394,0.9487754340220323,0.4577772912538491,0.4663981788257994,0.8904408057721253,0.8990002077728146,0.8930617312874416,0.9015550519756788,0.4828634137353067,0.05013011471180562,0.0473411779877535,0.4828634137353067,0.05013011471180562,0.4327332990235011,0.4355222357475532,0.4327332990235011
2.2,0.9480064045226897,0.4629810489650612,0.8972982853900535,0.8995588472991795,0.9439939867739378,0.9519909943525946,0.4587854573349645,0.46736806860652175,0.8932897430875959,0.901776890017875,0.8952020305725608,0.9036784027950475,0.4850253555576285,0.050708119132636176,0.04844755722351024,0.4850253555576285,0.050708119132636176,0.4343172364249923,0.43657779833411825,0.4343172364249923
2.25,0.9520715713054938,0.46392774148025306,0.8996382033823555,0.9019398677855766,0.9477425791976427,0.9560711272737494,0.4597828578506288,0.4683143914424181,0.8953747749656539,0.903977334011641,0.8975444415832393,0.9061366747354276,0.48814382982524074,0.05243336792313835,0.05013170351991725,0.48814382982524074,0.05243336792313835,0.4357104619021024,0.4380121263053235,0.4357104619021024
2.3,0.9546550179496647,0.4647486258758179,0.9010614913875032,0.9033084882185709,0.9503445341724469,0.9584207460410159,0.4606269606793329,0.46907414893531924,0.896874818020338,0.9052242090237679,0.8989975050489442,0.9075517329068448,0.4899063920738468,0.05359352656216143,0.05134652973109377,0.4899063920738468,0.05359352656216143,0.43631286551168535,0.438559862342753,0.43631286551168535
2.35,0.9579401426982415,0.46577921342405193,0.9026791891343043,0.9050879536141146,0.9540799813035268,0.9619036778946204,0.46161797350361977,0.4701306414015547,0.8984755844607882,0.906806990028355,0.9009683586359074,0.9091613318122354,0.49216092927418953,0.05526095356393712,0.05285218908412681,0.49216092927418953,0.05526095356393712,0.4368999757102524,0.4393087401900627,0.4368999757102524
2.4,0.9599452894954218,0.46672785488600016,0.9039266352930265,0.9063052375916841,0.9558417088377419,0.9639546761510683,0.46254216992796626,0.4711513200035175,0.8999898190668187,0.9081326724297504,0.9026132440870035,0.9103927425728772,0.49321743460942163,0.05601865420239527,0.05364005190373766,0.49321743460942163,0.05601865420239527,0.43719878040702637,0.43957738270568397,0.43719878040702637
