dataset,weight_mode,controller,controller_label,metric,value,ci_low,ci_high,n_boot
highd_external,frequency,pi_sd,Stopping-distance,delta_rel_q90_s,1.8,1.8,1.85,400
highd_external,frequency,pi_sd,Stopping-distance,sat_gap_vs_star,0.003332083801907637,0.0025396726227664007,0.004374401266191862,400
highd_external,frequency,pi_sd,Stopping-distance,delta90_penalty_vs_star_s,0.0,0.0,0.050000000000000044,400
highd_external,frequency,pi_sd,Stopping-distance,delta_rel90_penalty_vs_star_s,0.0,-0.050000000000000044,0.0,400
highd_external,frequency,rss_longitudinal,RSS longitudinal,saturation,0.9914198842100884,0.9897528010329458,0.9928360198258984,400
highd_external,frequency,rss_longitudinal,RSS longitudinal,delta_abs_q50_s,1.15,1.15,1.15,400
highd_external,frequency,rss_longitudinal,RSS longitudinal,delta_abs_q90_s,1.85,1.85,1.85,400
highd_external,frequency,rss_longitudinal,RSS longitudinal,delta_abs_q95_s,2.15,2.15,2.2,400
highd_external,frequency,rss_longitudinal,RSS longitudinal,delta_rel_q90_s,1.8,1.8,1.85,400
highd_external,frequency,rss_longitudinal,RSS longitudinal,sat_gap_vs_star,0.005664542463242994,0.004663876046482507,0.006872422841434411,400
highd_external,frequency,rss_longitudinal,RSS longitudinal,delta90_penalty_vs_star_s,0.0,0.0,0.050000000000000044,400
highd_external,frequency,rss_longitudinal,RSS longitudinal,delta_rel90_penalty_vs_star_s,0.0,-0.050000000000000044,0.0,400
highd_external,severity,star,Upper bound,saturation,0.9922299139425435,0.989729264916057,0.9945695015630033,400
highd_external,severity,star,Upper bound,delta_abs_q50_s,1.4,1.35,1.4,400
highd_external,severity,star,Upper bound,delta_abs_q90_s,2.2,2.15,2.25,400
highd_external,severity,star,Upper bound,delta_abs_q95_s,2.55,2.5,2.6,400
highd_external,severity,star,Upper bound,delta_rel_q90_s,2.15,2.15,2.2,400
highd_external,severity,star,Upper bound,sat_gap_vs_star,0.0,0.0,0.0,400
highd_external,severity,star,Upper bound,delta90_penalty_vs_star_s,0.0,0.0,0.0,400
highd_external,severity,star,Upper bound,delta_rel90_penalty_vs_star_s,0.0,0.0,0.0,400
highd_external,severity,pi,Weak TTC,saturation,0.5942878226772863,0.5834060971889898,0.6049936828600578,400
highd_external,severity,pi,Weak TTC,delta_abs_q50_s,1.75,1.75,1.8,400
highd_external,severity,pi,Weak TTC,delta_abs_q90_s,,,,400
highd_external,severity,pi,Weak TTC,delta_abs_q95_s,,,,400
highd_external,severity,pi,Weak TTC,delta_rel_q90_s,1.9,1.9,1.95,400
highd_external,severity,pi,Weak TTC,sat_gap_vs_star,0.39794209126525715,0.3873833398549346,0.4086445725011205,400
highd_external,severity,pi,Weak TTC,delta90_penalty_vs_star_s,,,,400
highd_external,severity,pi,Weak TTC,delta_rel90_penalty_vs_star_s,-0.25,-0.30000000000000027,-0.19999999999999996,400
highd_external,severity,pi_tuned,Strong TTC,saturation,0.9461404997177281,0.9403453202417804,0.9516415009855517,400
highd_external,severity,pi_tuned,Strong TTC,delta_abs_q50_s,1.4,1.4,1.4,400
highd_external,severity,pi_tuned,Strong TTC,delta_abs_q90_s,2.45,2.35,2.55,400
highd_external,severity,pi_tuned,Strong TTC,delta_abs_q95_s,,3.64375,4.4125000000000005,400
highd_external,severity,pi_tuned,Strong TTC,delta_rel_q90_s,2.1,2.1,2.15,400
highd_external,severity,pi_tuned,Strong TTC,sat_gap_vs_star,0.046089414224815384,0.04111081629376649,0.0511700699051143,400
highd_external,severity,pi_tuned,Strong TTC,delta90_penalty_vs_star_s,0.25,0.19999999999999973,0.2999999999999998,400
highd_external,severity,pi_tuned,Strong TTC,delta_rel90_penalty_vs_star_s,-0.04999999999999982,-0.10000000000000009,0.0,400
highd_external,severity,pi_sd,Stopping-distance,saturation,0.9874663230350194,0.9843052078979289,0.990186090724015,400
highd_external,severity,pi_sd,Stopping-distance,delta_abs_q50_s,1.4,1.35,1.4,400
highd_external,severity,pi_sd,Stopping-distance,delta_abs_q90_s,2.2,2.15,2.25,400
highd_external,severity,pi_sd,Stopping-distance,delta_abs_q95_s,2.55,2.5,2.65,400
highd_external,severity,pi_sd,Stopping-distance,delta_rel_q90_s,2.15,2.15,2.2,400
highd_external,severity,pi_sd,Stopping-distance,sat_gap_vs_star,0.004763590907524096,0.003413560531595694,0.006432449151370034,400
highd_external,severity,pi_sd,Stopping-distance,delta90_penalty_vs_star_s,0.0,0.0,0.050000000000000266,400
highd_external,severity,pi_sd,Stopping-distance,delta_rel90_penalty_vs_star_s,0.0,-0.050000000000000266,0.0,400
highd_external,severity,rss_longitudinal,RSS longitudinal,saturation,0.986337980228622,0.9831006897721796,0.9892223569085546,400
highd_external,severity,rss_longitudinal,RSS longitudinal,delta_abs_q50_s,1.4,1.4,1.4,400
highd_external,severity,rss_longitudinal,RSS longitudinal,delta_abs_q90_s,2.2,2.2,2.25,400
highd_external,severity,rss_longitudinal,RSS longitudinal,delta_abs_q95_s,2.6,2.55,2.65,400
highd_external,severity,rss_longitudinal,RSS longitudinal,delta_rel_q90_s,2.15,2.15,2.2,400
highd_external,severity,rss_longitudinal,RSS longitudinal,sat_gap_vs_star,0.005891933713921493,0.004625443706508964,0.0075413274477610865,400
highd_external,severity,rss_longitudinal,RSS longitudinal,delta90_penalty_vs_star_s,0.0,0.0,0.050000000000000266,400
highd_external,severity,rss_longitudinal,RSS longitudinal,delta_rel90_penalty_vs_star_s,0.0,-0.050000000000000266,0.0,400
