recording_id,controller,saturation,delta_abs_q50_s,delta_abs_q90_s,delta_abs_q95_s,delta_rel_q90_s,dataset,weight_mode,controller_label,n_instances,sat_gap_vs_star,delta90_penalty_vs_star_s,delta_rel90_penalty_vs_star_s
43,rss_longitudinal,1.0,1.15,1.7,1.85,1.7,highd_external,frequency,RSS longitudinal,294,0.0,0.0,0.0
43,star,1.0,1.3,1.85,1.95,1.85,highd_external,severity,Upper bound,294,0.0,0.0,0.0
43,pi,0.6379105276988091,1.6,,,1.9,highd_external,severity,Weak TTC,294,0.36208947230119093,,0.04999999999999982
43,pi_tuned,1.0,1.3,1.9,2.0,1.9,highd_external,severity,Strong TTC,294,0.0,0.04999999999999982,0.04999999999999982
43,pi_sd,1.0,1.3,1.85,1.95,1.85,highd_external,severity,Stopping-distance,294,0.0,0.0,0.0
43,rss_longitudinal,1.0,1.3,1.85,1.95,1.85,highd_external,severity,RSS longitudinal,294,0.0,0.0,0.0
44,star,0.9999999999999998,1.15,1.8,1.95,1.8,highd_external,frequency,Upper bound,381,0.0,0.0,0.0
44,pi,0.7244094488188975,1.35,,,1.75,highd_external,frequency,Weak TTC,381,0.2755905511811023,,-0.050000000000000044
44,pi_tuned,0.9973753280839893,1.15,1.85,2.0,1.85,highd_external,frequency,Strong TTC,381,0.002624671916010457,0.050000000000000044,0.050000000000000044
44,pi_sd,0.9999999999999998,1.15,1.8,1.95,1.8,highd_external,frequency,Stopping-distance,381,0.0,0.0,0.0
44,rss_longitudinal,0.9999999999999998,1.15,1.8,1.95,1.8,highd_external,frequency,RSS longitudinal,381,0.0,0.0,0.0
44,star,0.9999999999999999,1.35,1.95,2.15,1.95,highd_external,severity,Upper bound,381,0.0,0.0,0.0
44,pi,0.6413532273174627,1.65,,,1.9,highd_external,severity,Weak TTC,381,0.3586467726825372,,-0.050000000000000044
44,pi_tuned,0.9942728904419991,1.35,2.0,2.35,2.0,highd_external,severity,Strong TTC,381,0.00572710955800082,0.050000000000000044,0.050000000000000044
44,pi_sd,0.9999999999999999,1.35,1.95,2.15,1.95,highd_external,severity,Stopping-distance,381,0.0,0.0,0.0
44,rss_longitudinal,0.9999999999999999,1.35,1.95,2.15,1.95,highd_external,severity,RSS longitudinal,381,0.0,0.0,0.0
45,star,1.0,1.15,1.75,1.95,1.75,highd_external,frequency,Upper bound,396,0.0,0.0,0.0
45,pi,0.6868686868686869,1.4,,,1.8,highd_external,frequency,Weak TTC,396,0.31313131313131315,,0.050000000000000044
45,pi_tuned,0.9848484848484849,1.15,1.85,2.1,1.75,highd_external,frequency,Strong TTC,396,0.015151515151515138,0.10000000000000009,0.0
45,pi_sd,1.0,1.15,1.75,1.95,1.75,highd_external,frequency,Stopping-distance,396,0.0,0.0,0.0
45,rss_longitudinal,1.0,1.15,1.75,1.95,1.75,highd_external,frequency,RSS longitudinal,396,0.0,0.0,0.0
45,star,1.0,1.35,1.95,2.1,1.95,highd_external,severity,Upper bound,396,0.0,0.0,0.0
45,pi,0.6234029670874717,1.75,,,1.9,highd_external,severity,Weak TTC,396,0.37659703291252833,,-0.050000000000000044
45,pi_tuned,0.9788249727706836,1.35,2.05,2.25,1.95,highd_external,severity,Strong TTC,396,0.021175027229316412,0.09999999999999987,0.0
45,pi_sd,1.0,1.35,1.95,2.1,1.95,highd_external,severity,Stopping-distance,396,0.0,0.0,0.0
45,rss_longitudinal,1.0,1.35,1.95,2.1,1.95,highd_external,severity,RSS longitudinal,396,0.0,0.0,0.0
46,star,0.9970238095238094,1.1,1.65,1.9,1.65,highd_external,frequency,Upper bound,336,0.0,0.0,0.0
46,pi,0.699404761904762,1.3,,,1.8,highd_external,frequency,Weak TTC,336,0.29761904761904745,,0.15000000000000013
46,pi_tuned,0.976190476190476,1.1,1.75,2.2,1.7,highd_external,frequency,Strong TTC,336,0.02083333333333337,0.10000000000000009,0.050000000000000044
46,pi_sd,0.9970238095238094,1.1,1.65,1.9,1.65,highd_external,frequency,Stopping-distance,336,0.0,0.0,0.0
46,rss_longitudinal,0.9970238095238094,1.1,1.65,1.9,1.65,highd_external,frequency,RSS longitudinal,336,0.0,0.0,0.0
46,star,0.9906879274083941,1.3,2.0,2.15,1.95,highd_external,severity,Upper bound,336,0.0,0.0,0.0
46,pi,0.6262217966399526,1.65,,,1.95,highd_external,severity,Weak TTC,336,0.3644661307684415,,0.0
46,pi_tuned,0.9586063675274435,1.3,2.2,3.0,2.0,highd_external,severity,Strong TTC,336,0.032081559880950516,0.20000000000000018,0.050000000000000044
46,pi_sd,0.9906879274083941,1.3,2.0,2.2,1.95,highd_external,severity,Stopping-distance,336,0.0,0.0,0.0
46,rss_longitudinal,0.9906879274083941,1.3,2.0,2.2,1.95,highd_external,severity,RSS longitudinal,336,0.0,0.0,0.0
47,star,0.992366412213741,1.05,1.6,2.05,1.6,highd_external,frequency,Upper bound,393,0.0,0.0,0.0
47,pi,0.6615776081424938,1.3,,,1.55,highd_external,frequency,Weak TTC,393,0.3307888040712472,,-0.050000000000000044
47,pi_tuned,0.9567430025445296,1.05,1.7,2.45,1.55,highd_external,frequency,Strong TTC,393,0.0356234096692114,0.09999999999999987,-0.050000000000000044
47,pi_sd,0.9872773536895678,1.05,1.65,2.05,1.6,highd_external,frequency,Stopping-distance,393,0.0050890585241731845,0.04999999999999982,0.0
47,rss_longitudinal,0.9898218829516543,1.05,1.65,2.05,1.65,highd_external,frequency,RSS longitudinal,393,0.0025445292620867033,0.04999999999999982,0.04999999999999982
47,star,0.9784968170875106,1.3,2.55,3.55,2.15,highd_external,severity,Upper bound,393,0.0,0.0,0.0
47,pi,0.570138143960603,1.6,,,1.65,highd_external,severity,Weak TTC,393,0.40835867312690755,,-0.5
47,pi_tuned,0.8855349721278278,1.3,,,1.85,highd_external,severity,Strong TTC,393,0.09296184495968274,,-0.2999999999999998
47,pi_sd,0.9623836131900325,1.3,2.6,3.55,2.05,highd_external,severity,Stopping-distance,393,0.016113203897478057,0.050000000000000266,-0.10000000000000009
47,rss_longitudinal,0.9704402151387717,1.3,2.6,3.55,2.1,highd_external,severity,RSS longitudinal,393,0.008056601948738917,0.050000000000000266,-0.04999999999999982
48,star,0.9999999999999999,1.0,1.5,1.65,1.5,highd_external,frequency,Upper bound,315,0.0,0.0,0.0
48,pi,0.7777777777777779,1.15,,,1.6,highd_external,frequency,Weak TTC,315,0.222222222222222,,0.10000000000000009
48,pi_tuned,0.9999999999999999,1.0,1.5,1.7,1.5,highd_external,frequency,Strong TTC,315,0.0,0.0,0.0
48,pi_sd,0.9999999999999999,1.0,1.5,1.65,1.5,highd_external,frequency,Stopping-distance,315,0.0,0.0,0.0
48,rss_longitudinal,0.9999999999999999,1.0,1.5,1.65,1.5,highd_external,frequency,RSS longitudinal,315,0.0,0.0,0.0
48,star,1.0,1.25,1.7,1.85,1.7,highd_external,severity,Upper bound,315,0.0,0.0,0.0
48,pi,0.7289293987312769,1.4,,,1.7,highd_external,severity,Weak TTC,315,0.27107060126872307,,0.0
48,pi_tuned,1.0,1.25,1.7,1.85,1.7,highd_external,severity,Strong TTC,315,0.0,0.0,0.0
48,pi_sd,1.0,1.25,1.7,1.85,1.7,highd_external,severity,Stopping-distance,315,0.0,0.0,0.0
48,rss_longitudinal,1.0,1.25,1.7,1.85,1.7,highd_external,severity,RSS longitudinal,315,0.0,0.0,0.0
49,star,0.9968847352024922,1.05,1.75,2.15,1.75,highd_external,frequency,Upper bound,321,0.0,0.0,0.0
49,pi,0.7694704049844237,1.2,,,1.85,highd_external,frequency,Weak TTC,321,0.22741433021806856,,0.10000000000000009
49,pi_tuned,0.9657320872274142,1.05,1.85,2.4,1.7,highd_external,frequency,Strong TTC,321,0.031152647975077996,0.10000000000000009,-0.050000000000000044
49,pi_sd,0.9968847352024922,1.05,1.8,2.15,1.75,highd_external,frequency,Stopping-distance,321,0.0,0.050000000000000044,0.0
49,rss_longitudinal,0.9968847352024922,1.05,1.8,2.15,1.75,highd_external,frequency,RSS longitudinal,321,0.0,0.050000000000000044,0.0
49,star,0.9941734727151914,1.35,2.25,2.7,2.25,highd_external,severity,Upper bound,321,0.0,0.0,0.0
49,pi,0.6709629295886361,1.55,,,2.0,highd_external,severity,Weak TTC,321,0.3232105431265553,,-0.25
49,pi_tuned,0.925231400896222,1.35,2.65,,2.0,highd_external,severity,Strong TTC,321,0.06894207181896939,0.3999999999999999,-0.25
49,pi_sd,0.9941734727151914,1.35,2.25,2.85,2.25,highd_external,severity,Stopping-distance,321,0.0,0.0,0.0
49,rss_longitudinal,0.9941734727151914,1.35,2.25,2.85,2.25,highd_external,severity,RSS longitudinal,321,0.0,0.0,0.0
50,star,0.9974747474747474,1.05,1.8,2.1,1.75,highd_external,frequency,Upper bound,396,0.0,0.0,0.0
50,pi,0.7196969696969696,1.35,,,1.8,highd_external,frequency,Weak TTC,396,0.2777777777777778,,0.050000000000000044
50,pi_tuned,0.9696969696969696,1.05,1.85,2.5,1.65,highd_external,frequency,Strong TTC,396,0.02777777777777779,0.050000000000000044,-0.10000000000000009
50,pi_sd,0.9974747474747474,1.05,1.8,2.1,1.75,highd_external,frequency,Stopping-distance,396,0.0,0.0,0.0
50,rss_longitudinal,0.9974747474747474,1.05,1.8,2.1,1.75,highd_external,frequency,RSS longitudinal,396,0.0,0.0,0.0
50,star,0.9930916275683934,1.35,2.25,2.65,2.25,highd_external,severity,Upper bound,396,0.0,0.0,0.0
50,pi,0.6238038619908879,1.7,,,1.9,highd_external,severity,Weak TTC,396,0.36928776557750553,,-0.3500000000000001
50,pi_tuned,0.9302240646074564,1.35,2.55,,2.1,highd_external,severity,Strong TTC,396,0.06286756296093698,0.2999999999999998,-0.1499999999999999
50,pi_sd,0.9930916275683934,1.35,2.3,2.65,2.3,highd_external,severity,Stopping-distance,396,0.0,0.04999999999999982,0.04999999999999982
50,rss_longitudinal,0.9930916275683934,1.35,2.3,2.65,2.3,highd_external,severity,RSS longitudinal,396,0.0,0.04999999999999982,0.04999999999999982
51,star,0.994623655913978,1.1,1.65,1.9,1.65,highd_external,frequency,Upper bound,372,0.0,0.0,0.0
51,pi,0.7311827956989245,1.35,,,1.8,highd_external,frequency,Weak TTC,372,0.26344086021505353,,0.15000000000000013
51,pi_tuned,0.9811827956989243,1.1,1.65,1.95,1.65,highd_external,frequency,Strong TTC,372,0.013440860215053752,0.0,0.0
51,pi_sd,0.994623655913978,1.1,1.65,1.9,1.65,highd_external,frequency,Stopping-distance,372,0.0,0.0,0.0
51,rss_longitudinal,0.994623655913978,1.1,1.65,1.9,1.65,highd_external,frequency,RSS longitudinal,372,0.0,0.0,0.0
51,star,0.9848351064624081,1.3,2.05,2.55,1.9,highd_external,severity,Upper bound,372,0.0,0.0,0.0
51,pi,0.664553705683979,1.5,,,1.9,highd_external,severity,Weak TTC,372,0.32028140077842915,,0.0
51,pi_tuned,0.9479430322512321,1.3,2.05,,1.85,highd_external,severity,Strong TTC,372,0.03689207421117602,0.0,-0.04999999999999982
51,pi_sd,0.9848351064624081,1.3,2.05,2.55,1.9,highd_external,severity,Stopping-distance,372,0.0,0.0,0.0
51,rss_longitudinal,0.9848351064624081,1.3,2.05,2.55,1.9,highd_external,severity,RSS longitudinal,372,0.0,0.0,0.0
52,star,1.0000000000000002,1.05,1.55,1.7,1.55,highd_external,frequency,Upper bound,372,0.0,0.0,0.0
52,pi,0.7661290322580647,1.2,,,1.55,highd_external,frequency,Weak TTC,372,0.2338709677419355,,0.0
52,pi_tuned,1.0000000000000002,1.05,1.6,1.75,1.6,highd_external,frequency,Strong TTC,372,0.0,0.050000000000000044,0.050000000000000044
52,pi_sd,1.0000000000000002,1.05,1.55,1.7,1.55,highd_external,frequency,Stopping-distance,372,0.0,0.0,0.0
52,rss_longitudinal,1.0000000000000002,1.05,1.55,1.7,1.55,highd_external,frequency,RSS longitudinal,372,0.0,0.0,0.0
52,star,0.9999999999999999,1.25,1.7,1.9,1.7,highd_external,severity,Upper bound,372,0.0,0.0,0.0
52,pi,0.7130391061453,1.45,,,1.7,highd_external,severity,Weak TTC,372,0.2869608938546999,,0.0
52,pi_tuned,0.9999999999999999,1.25,1.75,1.95,1.75,highd_external,severity,Strong TTC,372,0.0,0.050000000000000044,0.050000000000000044
52,pi_sd,0.9999999999999999,1.25,1.75,1.9,1.75,highd_external,severity,Stopping-distance,372,0.0,0.050000000000000044,0.050000000000000044
52,rss_longitudinal,0.9999999999999999,1.25,1.75,1.9,1.75,highd_external,severity,RSS longitudinal,372,0.0,0.050000000000000044,0.050000000000000044
53,star,1.0,1.0,1.5,1.75,1.5,highd_external,frequency,Upper bound,414,0.0,0.0,0.0
53,pi,0.7874396135265701,1.15,,,1.75,highd_external,frequency,Weak TTC,414,0.2125603864734299,,0.25
53,pi_tuned,0.995169082125604,1.0,1.5,1.75,1.5,highd_external,frequency,Strong TTC,414,0.004830917874396046,0.0,0.0
53,pi_sd,1.0,1.0,1.5,1.75,1.5,highd_external,frequency,Stopping-distance,414,0.0,0.0,0.0
53,rss_longitudinal,1.0,1.0,1.5,1.75,1.5,highd_external,frequency,RSS longitudinal,414,0.0,0.0,0.0
53,star,1.0,1.15,1.75,1.9,1.75,highd_external,severity,Upper bound,414,0.0,0.0,0.0
53,pi,0.7545468747563762,1.35,,,1.85,highd_external,severity,Weak TTC,414,0.24545312524362384,,0.10000000000000009
53,pi_tuned,0.9954723371737728,1.15,1.8,2.05,1.75,highd_external,severity,Strong TTC,414,0.004527662826227186,0.050000000000000044,0.0
53,pi_sd,1.0,1.15,1.75,2.0,1.75,highd_external,severity,Stopping-distance,414,0.0,0.0,0.0
53,rss_longitudinal,1.0,1.15,1.75,2.0,1.75,highd_external,severity,RSS longitudinal,414,0.0,0.0,0.0
54,star,0.9999999999999998,1.1,1.65,2.15,1.65,highd_external,frequency,Upper bound,432,0.0,0.0,0.0
54,pi,0.685185185185185,1.35,,,1.8,highd_external,frequency,Weak TTC,432,0.31481481481481477,,0.15000000000000013
54,pi_tuned,0.9861111111111109,1.1,1.7,2.25,1.65,highd_external,frequency,Strong TTC,432,0.01388888888888884,0.050000000000000044,0.0
54,pi_sd,0.9999999999999998,1.1,1.65,2.15,1.65,highd_external,frequency,Stopping-distance,432,0.0,0.0,0.0
54,rss_longitudinal,0.9999999999999998,1.1,1.65,2.15,1.65,highd_external,frequency,RSS longitudinal,432,0.0,0.0,0.0
54,star,1.0,1.35,2.2,2.45,2.2,highd_external,severity,Upper bound,432,0.0,0.0,0.0
54,pi,0.6275148158148877,1.65,,,1.95,highd_external,severity,Weak TTC,432,0.37248518418511234,,-0.2500000000000002
54,pi_tuned,0.9661956675289758,1.35,2.3,2.8,2.25,highd_external,severity,Strong TTC,432,0.03380433247102421,0.09999999999999964,0.04999999999999982
54,pi_sd,1.0,1.35,2.2,2.45,2.2,highd_external,severity,Stopping-distance,432,0.0,0.0,0.0
54,rss_longitudinal,1.0,1.35,2.2,2.45,2.2,highd_external,severity,RSS longitudinal,432,0.0,0.0,0.0
55,star,1.0,1.1,1.75,1.9,1.75,highd_external,frequency,Upper bound,366,0.0,0.0,0.0
55,pi,0.7404371584699454,1.3,,,1.7,highd_external,frequency,Weak TTC,366,0.2595628415300546,,-0.050000000000000044
55,pi_tuned,0.9972677595628415,1.1,1.75,1.95,1.75,highd_external,frequency,Strong TTC,366,0.002732240437158473,0.0,0.0
55,pi_sd,1.0,1.1,1.75,1.9,1.75,highd_external,frequency,Stopping-distance,366,0.0,0.0,0.0
55,rss_longitudinal,1.0,1.1,1.75,1.9,1.75,highd_external,frequency,RSS longitudinal,366,0.0,0.0,0.0
55,star,1.0,1.35,1.95,2.15,1.95,highd_external,severity,Upper bound,366,0.0,0.0,0.0
55,pi,0.6562245181147062,1.55,,,1.85,highd_external,severity,Weak TTC,366,0.34377548188529383,,-0.09999999999999987
55,pi_tuned,0.9960955039176773,1.35,2.0,2.3,2.0,highd_external,severity,Strong TTC,366,0.0039044960823226837,0.050000000000000044,0.050000000000000044
55,pi_sd,1.0,1.35,1.95,2.15,1.95,highd_external,severity,Stopping-distance,366,0.0,0.0,0.0
55,rss_longitudinal,1.0,1.35,1.95,2.15,1.95,highd_external,severity,RSS longitudinal,366,0.0,0.0,0.0
56,star,1.0000000000000004,1.1,1.75,1.9,1.75,highd_external,frequency,Upper bound,351,0.0,0.0,0.0
56,pi,0.7635327635327638,1.25,,,1.75,highd_external,frequency,Weak TTC,351,0.23646723646723666,,0.0
56,pi_tuned,0.9886039886039889,1.1,1.75,2.05,1.75,highd_external,frequency,Strong TTC,351,0.01139601139601154,0.0,0.0
56,pi_sd,1.0000000000000004,1.1,1.75,1.95,1.75,highd_external,frequency,Stopping-distance,351,0.0,0.0,0.0
56,rss_longitudinal,1.0000000000000004,1.1,1.75,1.95,1.75,highd_external,frequency,RSS longitudinal,351,0.0,0.0,0.0
56,star,0.9999999999999999,1.35,1.95,2.1,1.95,highd_external,severity,Upper bound,351,0.0,0.0,0.0
56,pi,0.6774499120586019,1.5,,,1.85,highd_external,severity,Weak TTC,351,0.32255008794139794,,-0.09999999999999987
56,pi_tuned,0.9824341737992588,1.35,2.05,2.35,2.0,highd_external,severity,Strong TTC,351,0.017565826200741097,0.09999999999999987,0.050000000000000044
56,pi_sd,0.9999999999999999,1.35,2.0,2.15,2.0,highd_external,severity,Stopping-distance,351,0.0,0.050000000000000044,0.050000000000000044
56,rss_longitudinal,0.9999999999999999,1.35,2.0,2.15,2.0,highd_external,severity,RSS longitudinal,351,0.0,0.050000000000000044,0.050000000000000044
57,star,1.0000000000000002,1.2,1.65,1.8,1.65,highd_external,frequency,Upper bound,327,0.0,0.0,0.0
57,pi,0.8012232415902141,1.35,,,1.75,highd_external,frequency,Weak TTC,327,0.19877675840978615,,0.10000000000000009
57,pi_tuned,1.0000000000000002,1.2,1.7,1.85,1.7,highd_external,frequency,Strong TTC,327,0.0,0.050000000000000044,0.050000000000000044
57,pi_sd,1.0000000000000002,1.2,1.65,1.8,1.65,highd_external,frequency,Stopping-distance,327,0.0,0.0,0.0
57,rss_longitudinal,1.0000000000000002,1.2,1.65,1.8,1.65,highd_external,frequency,RSS longitudinal,327,0.0,0.0,0.0
57,star,1.0,1.3,1.75,1.9,1.75,highd_external,severity,Upper bound,327,0.0,0.0,0.0
57,pi,0.7803055618238851,1.45,,,1.8,highd_external,severity,Weak TTC,327,0.2196944381761149,,0.050000000000000044
57,pi_tuned,1.0,1.3,1.8,1.95,1.8,highd_external,severity,Strong TTC,327,0.0,0.050000000000000044,0.050000000000000044
57,pi_sd,1.0,1.3,1.75,1.9,1.75,highd_external,severity,Stopping-distance,327,0.0,0.0,0.0
57,rss_longitudinal,1.0,1.3,1.75,1.9,1.75,highd_external,severity,RSS longitudinal,327,0.0,0.0,0.0
58,star,1.0,1.15,1.85,2.15,1.85,highd_external,frequency,Upper bound,129,0.0,0.0,0.0
58,pi,0.7906976744186048,1.3,,,1.9,highd_external,frequency,Weak TTC,129,0.20930232558139517,,0.04999999999999982
58,pi_tuned,1.0,1.15,1.85,2.25,1.85,highd_external,frequency,Strong TTC,129,0.0,0.0,0.0
58,pi_sd,1.0,1.15,1.85,2.15,1.85,highd_external,frequency,Stopping-distance,129,0.0,0.0,0.0
58,rss_longitudinal,1.0,1.15,1.85,2.15,1.85,highd_external,frequency,RSS longitudinal,129,0.0,0.0,0.0
58,star,1.0000000000000002,1.3,2.4,2.6,2.4,highd_external,severity,Upper bound,129,0.0,0.0,0.0
58,pi,0.6671720295755753,1.65,,,2.05,highd_external,severity,Weak TTC,129,0.3328279704244249,,-0.3500000000000001
58,pi_tuned,1.0000000000000002,1.35,2.55,2.95,2.55,highd_external,severity,Strong TTC,129,0.0,0.1499999999999999,0.1499999999999999
58,pi_sd,1.0000000000000002,1.3,2.4,2.6,2.4,highd_external,severity,Stopping-distance,129,0.0,0.0,0.0
58,rss_longitudinal,1.0000000000000002,1.3,2.4,2.6,2.4,highd_external,severity,RSS longitudinal,129,0.0,0.0,0.0
59,star,0.9999999999999996,1.2,1.85,2.05,1.85,highd_external,frequency,Upper bound,99,0.0,0.0,0.0
59,pi,0.7979797979797975,1.4,,,1.95,highd_external,frequency,Weak TTC,99,0.2020202020202021,,0.09999999999999987
59,pi_tuned,0.9999999999999996,1.2,1.85,2.15,1.85,highd_external,frequency,Strong TTC,99,0.0,0.0,0.0
59,pi_sd,0.9999999999999996,1.2,1.85,2.05,1.85,highd_external,frequency,Stopping-distance,99,0.0,0.0,0.0
59,rss_longitudinal,0.9999999999999996,1.2,1.85,2.05,1.85,highd_external,frequency,RSS longitudinal,99,0.0,0.0,0.0
59,star,1.0,1.45,2.05,2.4,2.05,highd_external,severity,Upper bound,99,0.0,0.0,0.0
59,pi,0.7021338781098106,1.55,,,2.1,highd_external,severity,Weak TTC,99,0.29786612189018935,,0.050000000000000266
59,pi_tuned,1.0,1.45,2.15,2.65,2.15,highd_external,severity,Strong TTC,99,0.0,0.10000000000000009,0.10000000000000009
59,pi_sd,1.0,1.45,2.05,2.4,2.05,highd_external,severity,Stopping-distance,99,0.0,0.0,0.0
59,rss_longitudinal,1.0,1.45,2.05,2.4,2.05,highd_external,severity,RSS longitudinal,99,0.0,0.0,0.0
60,star,1.0,1.2,1.9,2.15,1.9,highd_external,frequency,Upper bound,333,0.0,0.0,0.0
60,pi,0.7477477477477479,1.35,,,1.85,highd_external,frequency,Weak TTC,333,0.2522522522522521,,-0.04999999999999982
60,pi_tuned,0.9969969969969971,1.2,1.9,2.2,1.9,highd_external,frequency,Strong TTC,333,0.0030030030030029353,0.0,0.0
60,pi_sd,1.0,1.2,1.9,2.15,1.9,highd_external,frequency,Stopping-distance,333,0.0,0.0,0.0
60,rss_longitudinal,1.0,1.2,1.9,2.15,1.9,highd_external,frequency,RSS longitudinal,333,0.0,0.0,0.0
60,star,1.0,1.4,2.15,2.35,2.15,highd_external,severity,Upper bound,333,0.0,0.0,0.0
60,pi,0.6487707808685732,1.75,,,2.0,highd_external,severity,Weak TTC,333,0.3512292191314268,,-0.1499999999999999
60,pi_tuned,0.9930041337175303,1.4,2.25,2.6,2.2,highd_external,severity,Strong TTC,333,0.0069958662824697315,0.10000000000000009,0.050000000000000266
60,pi_sd,1.0,1.4,2.15,2.35,2.15,highd_external,severity,Stopping-distance,333,0.0,0.0,0.0
60,rss_longitudinal,1.0,1.4,2.15,2.35,2.15,highd_external,severity,RSS longitudinal,333,0.0,0.0,0.0
