recording_id,controller,saturation,delta_abs_q50_s,delta_abs_q90_s,delta_abs_q95_s,delta_rel_q90_s,dataset,weight_mode,controller_label,n_instances,sat_gap_vs_star,delta90_penalty_vs_star_s,delta_rel90_penalty_vs_star_s
21,rss_longitudinal,1.0,1.55,2.3,2.45,2.3,highd_external,severity,RSS longitudinal,264,0.0,0.0,0.0
22,star,0.9999999999999999,1.3,2.05,2.15,2.05,highd_external,frequency,Upper bound,114,0.0,0.0,0.0
22,pi,0.5263157894736841,2.0,,,1.85,highd_external,frequency,Weak TTC,114,0.4736842105263158,,-0.19999999999999973
22,pi_tuned,0.9912280701754385,1.3,2.1,2.35,2.1,highd_external,frequency,Strong TTC,114,0.00877192982456143,0.050000000000000266,0.050000000000000266
22,pi_sd,0.9999999999999999,1.3,2.05,2.15,2.05,highd_external,frequency,Stopping-distance,114,0.0,0.0,0.0
22,rss_longitudinal,0.9999999999999999,1.3,2.05,2.15,2.05,highd_external,frequency,RSS longitudinal,114,0.0,0.0,0.0
22,star,1.0,1.5,2.15,2.35,2.15,highd_external,severity,Upper bound,114,0.0,0.0,0.0
22,pi,0.4550807338343897,,,,1.9,highd_external,severity,Weak TTC,114,0.5449192661656104,,-0.25
22,pi_tuned,0.982390432155899,1.55,2.35,2.55,2.3,highd_external,severity,Strong TTC,114,0.01760956784410095,0.20000000000000018,0.1499999999999999
22,pi_sd,1.0,1.55,2.15,2.4,2.15,highd_external,severity,Stopping-distance,114,0.0,0.0,0.0
22,rss_longitudinal,1.0,1.55,2.15,2.4,2.15,highd_external,severity,RSS longitudinal,114,0.0,0.0,0.0
23,star,1.0,1.15,1.8,2.05,1.8,highd_external,frequency,Upper bound,285,0.0,0.0,0.0
23,pi,0.6947368421052631,1.45,,,1.75,highd_external,frequency,Weak TTC,285,0.3052631578947369,,-0.050000000000000044
23,pi_tuned,0.9719298245614036,1.15,1.9,2.3,1.8,highd_external,frequency,Strong TTC,285,0.028070175438596356,0.09999999999999987,0.0
23,pi_sd,1.0,1.15,1.85,2.1,1.85,highd_external,frequency,Stopping-distance,285,0.0,0.050000000000000044,0.050000000000000044
23,rss_longitudinal,1.0,1.15,1.85,2.1,1.85,highd_external,frequency,RSS longitudinal,285,0.0,0.050000000000000044,0.050000000000000044
23,star,0.9999999999999998,1.4,2.1,2.55,2.1,highd_external,severity,Upper bound,285,0.0,0.0,0.0
23,pi,0.6293756336128351,1.65,,,1.8,highd_external,severity,Weak TTC,285,0.37062436638716467,,-0.30000000000000004
23,pi_tuned,0.9473279249860094,1.45,2.35,,2.1,highd_external,severity,Strong TTC,285,0.052672075013990405,0.25,0.0
23,pi_sd,0.9999999999999998,1.4,2.1,2.55,2.1,highd_external,severity,Stopping-distance,285,0.0,0.0,0.0
23,rss_longitudinal,0.9999999999999998,1.4,2.1,2.55,2.1,highd_external,severity,RSS longitudinal,285,0.0,0.0,0.0
24,star,0.9999999999999998,1.2,2.0,2.45,2.0,highd_external,frequency,Upper bound,282,0.0,0.0,0.0
24,pi,0.6843971631205672,1.35,,,1.8,highd_external,frequency,Weak TTC,282,0.3156028368794326,,-0.19999999999999996
24,pi_tuned,0.957446808510638,1.2,2.05,2.85,1.9,highd_external,frequency,Strong TTC,282,0.042553191489361764,0.04999999999999982,-0.10000000000000009
24,pi_sd,0.9999999999999998,1.2,2.0,2.45,2.0,highd_external,frequency,Stopping-distance,282,0.0,0.0,0.0
24,rss_longitudinal,0.9999999999999998,1.2,2.0,2.45,2.0,highd_external,frequency,RSS longitudinal,282,0.0,0.0,0.0
24,star,1.0,1.55,2.5,3.0,2.5,highd_external,severity,Upper bound,282,0.0,0.0,0.0
24,pi,0.5350516352700064,2.15,,,2.05,highd_external,severity,Weak TTC,282,0.46494836472999357,,-0.4500000000000002
24,pi_tuned,0.9117728787033659,1.55,2.85,,2.1,highd_external,severity,Strong TTC,282,0.08822712129663413,0.3500000000000001,-0.3999999999999999
24,pi_sd,1.0,1.55,2.5,3.0,2.5,highd_external,severity,Stopping-distance,282,0.0,0.0,0.0
24,rss_longitudinal,1.0,1.55,2.5,3.0,2.5,highd_external,severity,RSS longitudinal,282,0.0,0.0,0.0
25,star,0.999170812603649,1.05,1.5,1.65,1.5,highd_external,frequency,Upper bound,2412,0.0,0.0,0.0
25,pi,0.54726368159204,1.75,,,1.7,highd_external,frequency,Weak TTC,2412,0.45190713101160906,,0.19999999999999996
25,pi_tuned,0.9805140961857385,1.05,1.55,1.8,1.5,highd_external,frequency,Strong TTC,2412,0.018656716417910557,0.050000000000000044,0.0
25,pi_sd,0.9875621890547268,1.05,1.5,1.7,1.5,highd_external,frequency,Stopping-distance,2412,0.011608623548922226,0.0,0.0
25,rss_longitudinal,0.9738805970149258,1.05,1.55,1.8,1.5,highd_external,frequency,RSS longitudinal,2412,0.02529021558872324,0.050000000000000044,0.0
25,star,0.9938800843876696,1.15,1.75,1.95,1.75,highd_external,severity,Upper bound,2412,0.0,0.0,0.0
25,pi,0.5182831084965638,2.0,,,1.75,highd_external,severity,Weak TTC,2412,0.47559697589110583,,0.0
25,pi_tuned,0.9597340857056642,1.2,1.85,2.2,1.7,highd_external,severity,Strong TTC,2412,0.03414599868200541,0.10000000000000009,-0.050000000000000044
25,pi_sd,0.9793428342357888,1.15,1.8,2.05,1.75,highd_external,severity,Stopping-distance,2412,0.014537250151880787,0.050000000000000044,0.0
25,rss_longitudinal,0.9649511416893677,1.15,1.85,2.35,1.7,highd_external,severity,RSS longitudinal,2412,0.02892894269830193,0.10000000000000009,-0.050000000000000044
26,star,0.9965095986038391,1.2,2.0,2.4,2.0,highd_external,frequency,Upper bound,1719,0.0,0.0,0.0
26,pi,0.5107620709714948,2.1,,,1.65,highd_external,frequency,Weak TTC,1719,0.4857475276323443,,-0.3500000000000001
26,pi_tuned,0.9377545084351364,1.2,2.35,,1.9,highd_external,frequency,Strong TTC,1719,0.05875509016870273,0.3500000000000001,-0.10000000000000009
26,pi_sd,0.984874927283304,1.2,2.05,2.5,2.0,highd_external,frequency,Stopping-distance,1719,0.011634671320535195,0.04999999999999982,0.0
26,rss_longitudinal,0.9744037230948224,1.2,2.1,2.75,2.0,highd_external,frequency,RSS longitudinal,1719,0.02210587550901677,0.10000000000000009,0.0
26,star,0.9891903530527453,1.55,2.7,3.2,2.6,highd_external,severity,Upper bound,1719,0.0,0.0,0.0
26,pi,0.38197093943570504,,,,1.75,highd_external,severity,Weak TTC,1719,0.6072194136170402,,-0.8500000000000001
26,pi_tuned,0.8523482904304366,1.55,,,2.35,highd_external,severity,Strong TTC,1719,0.1368420626223087,,-0.25
26,pi_sd,0.966758043576306,1.55,2.85,3.65,2.55,highd_external,severity,Stopping-distance,1719,0.02243230947643926,0.1499999999999999,-0.050000000000000266
26,rss_longitudinal,0.9559295277094703,1.55,2.95,4.05,2.6,highd_external,severity,RSS longitudinal,1719,0.03326082534327501,0.25,0.0
27,star,0.9949494949494946,1.15,1.9,2.2,1.85,highd_external,frequency,Upper bound,396,0.0,0.0,0.0
27,pi,0.6439393939393937,1.45,,,1.75,highd_external,frequency,Weak TTC,396,0.3510101010101009,,-0.10000000000000009
27,pi_tuned,0.9570707070707067,1.15,1.95,2.8,1.8,highd_external,frequency,Strong TTC,396,0.037878787878787845,0.050000000000000044,-0.050000000000000044
27,pi_sd,0.9949494949494946,1.15,1.9,2.25,1.9,highd_external,frequency,Stopping-distance,396,0.0,0.0,0.04999999999999982
27,rss_longitudinal,0.9924242424242422,1.15,1.9,2.25,1.85,highd_external,frequency,RSS longitudinal,396,0.002525252525252375,0.0,0.0
27,star,0.9867932448736119,1.4,2.3,2.7,2.25,highd_external,severity,Upper bound,396,0.0,0.0,0.0
27,pi,0.5463193526486964,2.0,,,1.95,highd_external,severity,Weak TTC,396,0.4404738922249155,,-0.30000000000000004
27,pi_tuned,0.91240921952797,1.4,2.8,,2.05,highd_external,severity,Strong TTC,396,0.07438402534564181,0.5,-0.20000000000000018
27,pi_sd,0.9867932448736119,1.4,2.4,2.7,2.25,highd_external,severity,Stopping-distance,396,0.0,0.10000000000000009,0.0
27,rss_longitudinal,0.9807056836469946,1.4,2.4,2.8,2.25,highd_external,severity,RSS longitudinal,396,0.006087561226617244,0.10000000000000009,0.0
28,star,1.0,1.0,1.5,1.8,1.5,highd_external,frequency,Upper bound,366,0.0,0.0,0.0
28,pi,0.7568306010928961,1.15,,,1.55,highd_external,frequency,Weak TTC,366,0.24316939890710387,,0.050000000000000044
28,pi_tuned,0.9863387978142076,1.0,1.5,1.8,1.5,highd_external,frequency,Strong TTC,366,0.013661202185792365,0.0,0.0
28,pi_sd,1.0,1.0,1.5,1.8,1.5,highd_external,frequency,Stopping-distance,366,0.0,0.0,0.0
28,rss_longitudinal,1.0,1.0,1.5,1.8,1.5,highd_external,frequency,RSS longitudinal,366,0.0,0.0,0.0
28,star,1.0,1.15,1.85,2.6,1.85,highd_external,severity,Upper bound,366,0.0,0.0,0.0
28,pi,0.7034442108670718,1.35,,,1.8,highd_external,severity,Weak TTC,366,0.29655578913292824,,-0.050000000000000044
28,pi_tuned,0.9666434100622745,1.2,1.95,2.75,1.75,highd_external,severity,Strong TTC,366,0.0333565899377255,0.09999999999999987,-0.10000000000000009
28,pi_sd,1.0,1.15,1.85,2.6,1.85,highd_external,severity,Stopping-distance,366,0.0,0.0,0.0
28,rss_longitudinal,1.0,1.15,1.85,2.6,1.85,highd_external,severity,RSS longitudinal,366,0.0,0.0,0.0
29,star,0.9999999999999997,1.05,1.65,1.8,1.65,highd_external,frequency,Upper bound,402,0.0,0.0,0.0
29,pi,0.7313432835820892,1.3,,,1.8,highd_external,frequency,Weak TTC,402,0.26865671641791045,,0.15000000000000013
29,pi_tuned,0.9950248756218902,1.1,1.65,1.85,1.65,highd_external,frequency,Strong TTC,402,0.00497512437810943,0.0,0.0
29,pi_sd,0.9999999999999997,1.1,1.65,1.8,1.65,highd_external,frequency,Stopping-distance,402,0.0,0.0,0.0
29,rss_longitudinal,0.997512437810945,1.1,1.65,1.8,1.65,highd_external,frequency,RSS longitudinal,402,0.0024875621890546595,0.0,0.0
29,star,1.0,1.25,1.8,1.95,1.8,highd_external,severity,Upper bound,402,0.0,0.0,0.0
29,pi,0.7111106114067369,1.5,,,2.0,highd_external,severity,Weak TTC,402,0.2888893885932631,,0.19999999999999996
29,pi_tuned,0.9929286075612581,1.25,1.85,2.05,1.85,highd_external,severity,Strong TTC,402,0.007071392438741886,0.050000000000000044,0.050000000000000044
29,pi_sd,1.0,1.25,1.8,2.0,1.8,highd_external,severity,Stopping-distance,402,0.0,0.0,0.0
29,rss_longitudinal,0.9957660999380082,1.25,1.8,2.0,1.8,highd_external,severity,RSS longitudinal,402,0.004233900061991758,0.0,0.0
30,star,0.9999999999999992,1.0,1.6,1.85,1.6,highd_external,frequency,Upper bound,429,0.0,0.0,0.0
30,pi,0.7272727272727268,1.25,,,1.75,highd_external,frequency,Weak TTC,429,0.2727272727272724,,0.1499999999999999
30,pi_tuned,0.9953379953379946,1.0,1.65,1.95,1.6,highd_external,frequency,Strong TTC,429,0.004662004662004615,0.04999999999999982,0.0
30,pi_sd,0.9999999999999992,1.0,1.6,1.9,1.6,highd_external,frequency,Stopping-distance,429,0.0,0.0,0.0
30,rss_longitudinal,0.9999999999999992,1.0,1.6,1.9,1.6,highd_external,frequency,RSS longitudinal,429,0.0,0.0,0.0
30,star,1.0,1.2,2.0,2.1,2.0,highd_external,severity,Upper bound,429,0.0,0.0,0.0
30,pi,0.6712257721302881,1.5,,,1.8,highd_external,severity,Weak TTC,429,0.3287742278697119,,-0.19999999999999996
30,pi_tuned,0.9900428146786293,1.2,2.05,2.2,2.05,highd_external,severity,Strong TTC,429,0.009957185321370687,0.04999999999999982,0.04999999999999982
30,pi_sd,1.0,1.2,2.0,2.1,2.0,highd_external,severity,Stopping-distance,429,0.0,0.0,0.0
30,rss_longitudinal,1.0,1.2,2.0,2.1,2.0,highd_external,severity,RSS longitudinal,429,0.0,0.0,0.0
31,star,1.0,1.15,1.65,1.95,1.65,highd_external,frequency,Upper bound,507,0.0,0.0,0.0
31,pi,0.7001972386587771,1.4,,,1.8,highd_external,frequency,Weak TTC,507,0.29980276134122286,,0.15000000000000013
31,pi_tuned,0.9664694280078896,1.15,1.75,2.15,1.6,highd_external,frequency,Strong TTC,507,0.0335305719921104,0.10000000000000009,-0.04999999999999982
31,pi_sd,1.0,1.15,1.65,1.95,1.65,highd_external,frequency,Stopping-distance,507,0.0,0.0,0.0
31,rss_longitudinal,1.0,1.15,1.65,1.95,1.65,highd_external,frequency,RSS longitudinal,507,0.0,0.0,0.0
31,star,1.0,1.3,1.95,2.15,1.95,highd_external,severity,Upper bound,507,0.0,0.0,0.0
31,pi,0.6369249552806205,1.6,,,1.85,highd_external,severity,Weak TTC,507,0.36307504471937946,,-0.09999999999999987
31,pi_tuned,0.9453826454434924,1.3,2.1,,1.85,highd_external,severity,Strong TTC,507,0.054617354556507625,0.15000000000000013,-0.09999999999999987
31,pi_sd,1.0,1.3,1.95,2.15,1.95,highd_external,severity,Stopping-distance,507,0.0,0.0,0.0
31,rss_longitudinal,1.0,1.3,1.95,2.15,1.95,highd_external,severity,RSS longitudinal,507,0.0,0.0,0.0
32,star,1.0000000000000002,1.1,1.65,1.85,1.65,highd_external,frequency,Upper bound,288,0.0,0.0,0.0
32,pi,0.7986111111111113,1.25,,,1.65,highd_external,frequency,Weak TTC,288,0.20138888888888895,,0.0
32,pi_tuned,0.9895833333333335,1.1,1.65,1.85,1.65,highd_external,frequency,Strong TTC,288,0.01041666666666674,0.0,0.0
32,pi_sd,1.0000000000000002,1.1,1.65,1.85,1.65,highd_external,frequency,Stopping-distance,288,0.0,0.0,0.0
32,rss_longitudinal,1.0000000000000002,1.1,1.65,1.85,1.65,highd_external,frequency,RSS longitudinal,288,0.0,0.0,0.0
32,star,0.9999999999999998,1.3,1.85,1.9,1.85,highd_external,severity,Upper bound,288,0.0,0.0,0.0
32,pi,0.7654390539553688,1.4,,,1.8,highd_external,severity,Weak TTC,288,0.23456094604463096,,-0.050000000000000044
32,pi_tuned,0.9816233454245005,1.3,1.85,2.0,1.8,highd_external,severity,Strong TTC,288,0.018376654575499307,0.0,-0.050000000000000044
32,pi_sd,0.9999999999999998,1.3,1.85,1.9,1.85,highd_external,severity,Stopping-distance,288,0.0,0.0,0.0
32,rss_longitudinal,0.9999999999999998,1.3,1.85,1.9,1.85,highd_external,severity,RSS longitudinal,288,0.0,0.0,0.0
33,star,0.9999999999999994,1.05,1.5,1.7,1.5,highd_external,frequency,Upper bound,441,0.0,0.0,0.0
33,pi,0.807256235827664,1.15,,,1.7,highd_external,frequency,Weak TTC,441,0.1927437641723354,,0.19999999999999996
33,pi_tuned,0.9954648526077091,1.05,1.55,1.7,1.5,highd_external,frequency,Strong TTC,441,0.0045351473922903285,0.050000000000000044,0.0
33,pi_sd,0.9999999999999994,1.05,1.5,1.7,1.5,highd_external,frequency,Stopping-distance,441,0.0,0.0,0.0
33,rss_longitudinal,0.9999999999999994,1.05,1.5,1.7,1.5,highd_external,frequency,RSS longitudinal,441,0.0,0.0,0.0
33,star,1.0,1.15,1.75,1.9,1.75,highd_external,severity,Upper bound,441,0.0,0.0,0.0
33,pi,0.7789453559455553,1.3,,,1.75,highd_external,severity,Weak TTC,441,0.22105464405444475,,0.0
33,pi_tuned,0.9872130581633738,1.15,1.75,1.95,1.7,highd_external,severity,Strong TTC,441,0.012786941836626209,0.0,-0.050000000000000044
33,pi_sd,1.0,1.15,1.75,1.9,1.75,highd_external,severity,Stopping-distance,441,0.0,0.0,0.0
33,rss_longitudinal,1.0,1.15,1.75,1.9,1.75,highd_external,severity,RSS longitudinal,441,0.0,0.0,0.0
34,star,0.978142076502732,1.1,1.95,2.3,1.85,highd_external,frequency,Upper bound,366,0.0,0.0,0.0
34,pi,0.6693989071038252,1.3,,,1.7,highd_external,frequency,Weak TTC,366,0.3087431693989068,,-0.15000000000000013
34,pi_tuned,0.9398907103825136,1.1,2.05,,1.6,highd_external,frequency,Strong TTC,366,0.0382513661202184,0.09999999999999987,-0.25
34,pi_sd,0.978142076502732,1.1,1.95,2.35,1.85,highd_external,frequency,Stopping-distance,366,0.0,0.0,0.0
34,rss_longitudinal,0.978142076502732,1.1,1.95,2.35,1.85,highd_external,frequency,RSS longitudinal,366,0.0,0.0,0.0
34,star,0.9387787222187709,1.35,2.6,,2.15,highd_external,severity,Upper bound,366,0.0,0.0,0.0
34,pi,0.5346886301201321,1.95,,,1.85,highd_external,severity,Weak TTC,366,0.4040900920986388,,-0.2999999999999998
34,pi_tuned,0.8578072019123935,1.35,,,2.1,highd_external,severity,Strong TTC,366,0.08097152030637744,,-0.04999999999999982
34,pi_sd,0.9387787222187709,1.35,2.65,,2.15,highd_external,severity,Stopping-distance,366,0.0,0.04999999999999982,0.0
34,rss_longitudinal,0.9387787222187709,1.35,2.65,,2.15,highd_external,severity,RSS longitudinal,366,0.0,0.04999999999999982,0.0
35,star,0.9973958333333335,1.05,1.85,2.1,1.8,highd_external,frequency,Upper bound,384,0.0,0.0,0.0
35,pi,0.7421874999999999,1.25,,,1.7,highd_external,frequency,Weak TTC,384,0.2552083333333336,,-0.10000000000000009
35,pi_tuned,0.9557291666666669,1.05,1.85,2.4,1.7,highd_external,frequency,Strong TTC,384,0.04166666666666663,0.0,-0.10000000000000009
35,pi_sd,0.9947916666666667,1.05,1.85,2.15,1.8,highd_external,frequency,Stopping-distance,384,0.0026041666666667407,0.0,0.0
35,rss_longitudinal,0.9895833333333335,1.05,1.85,2.15,1.8,highd_external,frequency,RSS longitudinal,384,0.0078125,0.0,0.0
35,star,0.9924670393623551,1.35,2.15,2.55,2.15,highd_external,severity,Upper bound,384,0.0,0.0,0.0
35,pi,0.6475771015266244,1.55,,,1.8,highd_external,severity,Weak TTC,384,0.34488993783573074,,-0.34999999999999987
35,pi_tuned,0.9009165828399133,1.35,2.6,,1.9,highd_external,severity,Strong TTC,384,0.09155045652244187,0.4500000000000002,-0.25
35,pi_sd,0.9863779978179581,1.35,2.15,2.6,2.15,highd_external,severity,Stopping-distance,384,0.006089041544397045,0.0,0.0
35,rss_longitudinal,0.9766269715524207,1.35,2.2,3.15,2.15,highd_external,severity,RSS longitudinal,384,0.01584006780993441,0.050000000000000266,0.0
36,star,0.9914802981895634,1.35,2.45,2.95,2.4,highd_external,frequency,Upper bound,939,0.0,0.0,0.0
36,pi,0.4920127795527157,,,,1.75,highd_external,frequency,Weak TTC,939,0.4994675186368477,,-0.6499999999999999
36,pi_tuned,0.8828541001064963,1.4,,,2.15,highd_external,frequency,Strong TTC,939,0.10862619808306706,,-0.25
36,pi_sd,0.9627263045793399,1.4,2.55,3.15,2.35,highd_external,frequency,Stopping-distance,939,0.02875399361022346,0.09999999999999964,-0.04999999999999982
36,rss_longitudinal,0.964856230031949,1.4,2.55,3.3,2.4,highd_external,frequency,RSS longitudinal,939,0.026624068157614422,0.09999999999999964,0.0
36,star,0.9830894718176807,1.75,2.95,3.35,2.8,highd_external,severity,Upper bound,939,0.0,0.0,0.0
36,pi,0.3454665281271211,,,,1.85,highd_external,severity,Weak TTC,939,0.6376229436905596,,-0.9499999999999997
36,pi_tuned,0.8026630776329577,1.8,,,2.6,highd_external,severity,Strong TTC,939,0.18042639418472295,,-0.19999999999999973
36,pi_sd,0.9343174609470899,1.75,3.05,,2.6,highd_external,severity,Stopping-distance,939,0.0487720108705908,0.09999999999999964,-0.19999999999999973
36,rss_longitudinal,0.9447696620285412,1.75,3.1,,2.75,highd_external,severity,RSS longitudinal,939,0.038319809789139514,0.1499999999999999,-0.04999999999999982
37,star,1.0,1.05,1.55,1.75,1.55,highd_external,frequency,Upper bound,339,0.0,0.0,0.0
37,pi,0.7994100294985254,1.2,,,1.65,highd_external,frequency,Weak TTC,339,0.20058997050147465,,0.09999999999999987
37,pi_tuned,0.9970501474926255,1.05,1.55,1.8,1.55,highd_external,frequency,Strong TTC,339,0.002949852507374451,0.0,0.0
37,pi_sd,1.0,1.05,1.55,1.75,1.55,highd_external,frequency,Stopping-distance,339,0.0,0.0,0.0
37,rss_longitudinal,1.0,1.05,1.55,1.75,1.55,highd_external,frequency,RSS longitudinal,339,0.0,0.0,0.0
37,star,1.0,1.2,1.8,2.0,1.8,highd_external,severity,Upper bound,339,0.0,0.0,0.0
37,pi,0.7790785822348594,1.35,,,1.85,highd_external,severity,Weak TTC,339,0.22092141776514063,,0.050000000000000044
37,pi_tuned,0.9903218316757509,1.25,1.85,2.0,1.75,highd_external,severity,Strong TTC,339,0.009678168324249059,0.050000000000000044,-0.050000000000000044
37,pi_sd,1.0,1.2,1.8,2.0,1.8,highd_external,severity,Stopping-distance,339,0.0,0.0,0.0
37,rss_longitudinal,1.0,1.2,1.8,2.0,1.8,highd_external,severity,RSS longitudinal,339,0.0,0.0,0.0
38,star,0.9951690821256037,1.05,1.65,1.95,1.6,highd_external,frequency,Upper bound,414,0.0,0.0,0.0
38,pi,0.7415458937198065,1.25,,,1.65,highd_external,frequency,Weak TTC,414,0.25362318840579723,,0.04999999999999982
38,pi_tuned,0.9903381642512076,1.05,1.7,2.05,1.6,highd_external,frequency,Strong TTC,414,0.004830917874396157,0.050000000000000044,0.0
38,pi_sd,0.9951690821256037,1.05,1.65,1.95,1.6,highd_external,frequency,Stopping-distance,414,0.0,0.0,0.0
38,rss_longitudinal,0.9951690821256037,1.05,1.65,1.95,1.6,highd_external,frequency,RSS longitudinal,414,0.0,0.0,0.0
38,star,0.9849494933565585,1.25,2.05,2.25,1.95,highd_external,severity,Upper bound,414,0.0,0.0,0.0
38,pi,0.6658465311147705,1.5,,,1.75,highd_external,severity,Weak TTC,414,0.3191029622417879,,-0.19999999999999996
38,pi_tuned,0.9746933217655938,1.25,2.15,2.4,2.0,highd_external,severity,Strong TTC,414,0.010256171590964702,0.10000000000000009,0.050000000000000044
38,pi_sd,0.9849494933565585,1.25,2.05,2.25,1.95,highd_external,severity,Stopping-distance,414,0.0,0.0,0.0
38,rss_longitudinal,0.9849494933565585,1.25,2.05,2.25,1.95,highd_external,severity,RSS longitudinal,414,0.0,0.0,0.0
39,star,1.0000000000000002,1.15,1.9,2.1,1.9,highd_external,frequency,Upper bound,348,0.0,0.0,0.0
39,pi,0.6637931034482762,1.4,,,1.8,highd_external,frequency,Weak TTC,348,0.336206896551724,,-0.09999999999999987
39,pi_tuned,0.9942528735632186,1.15,1.9,2.2,1.9,highd_external,frequency,Strong TTC,348,0.005747126436781658,0.0,0.0
39,pi_sd,1.0000000000000002,1.15,1.9,2.1,1.9,highd_external,frequency,Stopping-distance,348,0.0,0.0,0.0
39,rss_longitudinal,1.0000000000000002,1.15,1.9,2.1,1.9,highd_external,frequency,RSS longitudinal,348,0.0,0.0,0.0
39,star,1.0,1.4,2.1,2.4,2.1,highd_external,severity,Upper bound,348,0.0,0.0,0.0
39,pi,0.556871053489391,2.0,,,2.0,highd_external,severity,Weak TTC,348,0.44312894651060897,,-0.10000000000000009
39,pi_tuned,0.9853577502915556,1.4,2.25,2.75,2.2,highd_external,severity,Strong TTC,348,0.01464224970844441,0.1499999999999999,0.10000000000000009
39,pi_sd,1.0,1.4,2.1,2.4,2.1,highd_external,severity,Stopping-distance,348,0.0,0.0,0.0
39,rss_longitudinal,1.0,1.4,2.1,2.4,2.1,highd_external,severity,RSS longitudinal,348,0.0,0.0,0.0
40,star,0.9976689976689977,1.3,1.9,2.05,1.9,highd_external,frequency,Upper bound,429,0.0,0.0,0.0
40,pi,0.6013986013986015,1.75,,,1.9,highd_external,frequency,Weak TTC,429,0.3962703962703963,,0.0
40,pi_tuned,0.9836829836829839,1.3,1.95,2.2,1.95,highd_external,frequency,Strong TTC,429,0.013986013986013845,0.050000000000000044,0.050000000000000044
40,pi_sd,0.9976689976689977,1.3,1.9,2.1,1.9,highd_external,frequency,Stopping-distance,429,0.0,0.0,0.0
40,rss_longitudinal,0.9953379953379955,1.3,1.9,2.1,1.9,highd_external,frequency,RSS longitudinal,429,0.002331002331002252,0.0,0.0
40,star,0.9955749001451706,1.45,2.05,2.15,2.05,highd_external,severity,Upper bound,429,0.0,0.0,0.0
40,pi,0.5600281905638622,1.9,,,1.9,highd_external,severity,Weak TTC,429,0.43554670958130837,,-0.1499999999999999
40,pi_tuned,0.9722101082725733,1.45,2.1,2.35,2.1,highd_external,severity,Strong TTC,429,0.023364791872597324,0.050000000000000266,0.050000000000000266
40,pi_sd,0.9955749001451706,1.45,2.05,2.15,2.05,highd_external,severity,Stopping-distance,429,0.0,0.0,0.0
40,rss_longitudinal,0.9911498002903414,1.45,2.05,2.15,2.0,highd_external,severity,RSS longitudinal,429,0.004425099854829195,0.0,-0.04999999999999982
41,star,1.0000000000000002,1.15,1.65,1.85,1.65,highd_external,frequency,Upper bound,405,0.0,0.0,0.0
41,pi,0.6691358024691357,1.4,,,1.7,highd_external,frequency,Weak TTC,405,0.3308641975308645,,0.050000000000000044
41,pi_tuned,0.9950617283950618,1.15,1.7,1.95,1.65,highd_external,frequency,Strong TTC,405,0.004938271604938427,0.050000000000000044,0.0
41,pi_sd,1.0000000000000002,1.15,1.65,1.85,1.65,highd_external,frequency,Stopping-distance,405,0.0,0.0,0.0
41,rss_longitudinal,1.0000000000000002,1.15,1.65,1.85,1.65,highd_external,frequency,RSS longitudinal,405,0.0,0.0,0.0
41,star,1.0,1.3,1.85,2.2,1.85,highd_external,severity,Upper bound,405,0.0,0.0,0.0
41,pi,0.620411170198309,1.6,,,1.8,highd_external,severity,Weak TTC,405,0.37958882980169095,,-0.050000000000000044
41,pi_tuned,0.9861786491430341,1.3,1.95,2.35,1.9,highd_external,severity,Strong TTC,405,0.013821350856965897,0.09999999999999987,0.04999999999999982
41,pi_sd,1.0,1.3,1.85,2.2,1.85,highd_external,severity,Stopping-distance,405,0.0,0.0,0.0
41,rss_longitudinal,1.0,1.3,1.85,2.2,1.85,highd_external,severity,RSS longitudinal,405,0.0,0.0,0.0
42,star,0.9964912280701755,1.15,1.75,2.1,1.7,highd_external,frequency,Upper bound,285,0.0,0.0,0.0
42,pi,0.7122807017543858,1.3,,,1.6,highd_external,frequency,Weak TTC,285,0.2842105263157897,,-0.09999999999999987
42,pi_tuned,0.992982456140351,1.15,1.75,2.2,1.7,highd_external,frequency,Strong TTC,285,0.0035087719298245723,0.0,0.0
42,pi_sd,0.9964912280701755,1.15,1.75,2.1,1.7,highd_external,frequency,Stopping-distance,285,0.0,0.0,0.0
42,rss_longitudinal,0.9964912280701755,1.15,1.75,2.1,1.7,highd_external,frequency,RSS longitudinal,285,0.0,0.0,0.0
42,star,0.9904649289075537,1.35,2.1,2.35,2.1,highd_external,severity,Upper bound,285,0.0,0.0,0.0
42,pi,0.6101134916876036,1.55,,,1.7,highd_external,severity,Weak TTC,285,0.38035143721995,,-0.40000000000000013
42,pi_tuned,0.9809298578151073,1.35,2.25,2.6,2.2,highd_external,severity,Strong TTC,285,0.009535071092446334,0.1499999999999999,0.10000000000000009
42,pi_sd,0.9904649289075537,1.35,2.1,2.35,2.1,highd_external,severity,Stopping-distance,285,0.0,0.0,0.0
42,rss_longitudinal,0.9904649289075537,1.35,2.1,2.35,2.1,highd_external,severity,RSS longitudinal,285,0.0,0.0,0.0
43,star,1.0,1.15,1.7,1.85,1.7,highd_external,frequency,Upper bound,294,0.0,0.0,0.0
43,pi,0.707482993197279,1.35,,,1.75,highd_external,frequency,Weak TTC,294,0.29251700680272097,,0.050000000000000044
43,pi_tuned,1.0,1.15,1.75,1.9,1.75,highd_external,frequency,Strong TTC,294,0.0,0.050000000000000044,0.050000000000000044
43,pi_sd,1.0,1.15,1.7,1.85,1.7,highd_external,frequency,Stopping-distance,294,0.0,0.0,0.0
