delta_s,coverage_star,coverage_pi,coverage_pi_tuned,coverage_pi_sd,coverage_rss_longitudinal,coverage_star_ci_low,coverage_star_ci_high,coverage_pi_ci_low,coverage_pi_ci_high,coverage_pi_tuned_ci_low,coverage_pi_tuned_ci_high,coverage_pi_sd_ci_low,coverage_pi_sd_ci_high,coverage_rss_longitudinal_ci_low,coverage_rss_longitudinal_ci_high,coverage_gap_pi,coverage_gap_pi_tuned,coverage_gap_pi_sd,coverage_gap_rss_longitudinal,coverage_gap,coverage_gap_tuned,coverage_gain_pi_tuned_vs_base,coverage_gain_pi_sd_vs_base,coverage_gain_rss_longitudinal_vs_base,coverage_gain_tuned_vs_base
2.05,0.9464367528843355,0.6455912366196013,0.9285684534966059,0.9434378774626186,0.9409388146111879,0.9423945187221463,0.949605356324712,0.6371350326960726,0.652671914698655,0.9242752717730855,0.9325742429922117,0.9391478195676626,0.9467314340455667,0.9366477154400438,0.9441907201466122,0.3008455162647342,0.017868299387729603,0.00299887542171684,0.005497938273147596,0.3008455162647342,0.017868299387729603,0.2829772168770046,0.2978466408430174,0.2953475779915866,0.2829772168770046
2.1,0.9518513890624354,0.6490899246116043,0.9338997875796581,0.9488525136407185,0.9463534507892878,0.948185055604149,0.9548950393602404,0.6407597151068353,0.6560529384814032,0.9297752925986094,0.9378170685992757,0.944978966221001,0.951685826148528,0.9423549502269987,0.9494387521346166,0.3027614644508311,0.017951601482777302,0.00299887542171684,0.005497938273147596,0.3027614644508311,0.017951601482777302,0.2848098629680538,0.29976258902911423,0.2972635261776835,0.2848098629680538
2.15,0.9577241867632976,0.652963472031322,0.939022866425091,0.9548502644841523,0.9523928526802454,0.9540172435336753,0.9603919363571999,0.6441313674038905,0.6599202382439922,0.9348994127202304,0.9425632054646179,0.9511797659211134,0.9575596651255784,0.9487660877171066,0.9552282477404311,0.30476071473197563,0.018701320338206595,0.002873922279145291,0.005331334083052197,0.30476071473197563,0.018701320338206595,0.28605939439376904,0.30188679245283034,0.29942938064892344,0.28605939439376904
2.2,0.9618476404681583,0.6563788579282772,0.9429797159398563,0.958682160856346,0.9562247490524391,0.9583906035236791,0.9644716564621605,0.6477477196051483,0.6636688325211383,0.9393112999291937,0.946355533341664,0.955183472864343,0.9613061768503484,0.9528499729268197,0.9589362322462416,0.3054687825398811,0.018867924528301994,0.0031654796118122386,0.0056228914157191445,0.3054687825398811,0.018867924528301994,0.2866008580115791,0.30230330292806884,0.29984589112416193,0.2866008580115791
2.25,0.9658877920779713,0.6608771710608525,0.9468116123120501,0.9628056145612067,0.9602649006622521,0.9626775375900709,0.9682629430630185,0.6519575992336212,0.6681661043775255,0.9431838060727231,0.9501447373901458,0.9596401349493945,0.9652213753175898,0.9570556874505398,0.962722312466159,0.30501062101711873,0.01907617976592113,0.0030821775167645393,0.0056228914157191445,0.30501062101711873,0.01907617976592113,0.2859344412511976,0.3019284435003542,0.2993877296013996,0.2859344412511976
2.3,0.9687617143571166,0.6638343954350455,0.9500603940189101,0.9659294431254951,0.9633470781790168,0.9655951934691164,0.9709692198758804,0.6545868216085639,0.6710879253613231,0.9463097171893878,0.9530623932691912,0.9628837102753139,0.9683462451580662,0.9600556041484448,0.9658471823066355,0.30492731892207103,0.018701320338206484,0.0028322712316214416,0.005414636178099785,0.30492731892207103,0.018701320338206484,0.28622599858386455,0.3020950476904496,0.29951268274397125,0.28622599858386455
2.35,0.9719271939689289,0.6670831771419055,0.9526427589653885,0.9691365737848312,0.9664709067433052,0.9688012828522642,0.9740930484401689,0.6580740555624978,0.6742898496397188,0.9490545212212093,0.9558925819484365,0.9661793494106382,0.971344079303595,0.9634678662168359,0.9688106543379571,0.30484401682702345,0.01928443500354038,0.002790620184097703,0.005456287225623746,0.30484401682702345,0.01928443500354038,0.28555958182348307,0.30205339664292574,0.2993877296013997,0.28555958182348307
2.4,0.9743846057728357,0.6691240784705739,0.9547669623891046,0.971635636636262,0.9689699695947358,0.9717189387313097,0.9763432462826445,0.6605668707567999,0.6764130117872469,0.951305760339873,0.9578522637344334,0.968842933899788,0.97380253238369,0.965971094173019,0.9713451205797831,0.30526052730226183,0.019617643383731065,0.0027489691365737423,0.005414636178099896,0.30526052730226183,0.019617643383731065,0.28564288391853077,0.3025115581656881,0.29984589112416193,0.28564288391853077
2.45,0.978091549002458,0.6714981881794331,0.9565996084801538,0.9752592777708364,0.9725103086342627,0.9757570077887464,0.980052272064643,0.6625338414761135,0.6787038194010584,0.9530998792119627,0.9595984839018706,0.972839351909701,0.9773012203756929,0.9698029905452127,0.9748427672955979,0.3065933608230249,0.021491940522304187,0.0028322712316215526,0.005581240368195295,0.3065933608230249,0.021491940522304187,0.2851014203007207,0.30376108959140335,0.3010121204548296,0.2851014203007207
2.5,0.9801324503311264,0.6729976258902916,0.9583073014286314,0.9773834811945525,0.9745095589154072,0.9779665958598864,0.9820077887458875,0.6641530259486029,0.6801668124453334,0.9551386979882549,0.9611000041651053,0.9751322420758887,0.9794660335707448,0.9720521471115005,0.9768420175767426,0.30713482444083484,0.021825148902494984,0.0027489691365738533,0.0056228914157191445,0.30713482444083484,0.021825148902494984,0.28530967553833986,0.304385855304261,0.3015119330251157,0.28530967553833986
2.55,0.9822150027073187,0.6734141363655299,0.9600982964721567,0.9793827314756971,0.9764255071015041,0.9800897580074145,0.9840101628555964,0.6646143112999295,0.6808290641009626,0.9570129951268279,0.9629316089799663,0.9772574867757929,0.9815496272231251,0.9741742679828403,0.9788027406389276,0.3088008663417887,0.02211670623516193,0.0028322712316215526,0.005789495605814543,0.3088008663417887,0.02211670623516193,0.2866841601066268,0.30596859511016716,0.3030113707359742,0.2866841601066268
2.6,0.9838810446082724,0.6735807405556253,0.9615144320879676,0.9813403307093178,0.9784247573826487,0.9818807530509398,0.9855470865092262,0.664900662251656,0.680954017243534,0.958432254571203,0.9642665250531055,0.9792150860094136,0.9832989712191267,0.9762151693115088,0.9805926944062648,0.3103003040526471,0.022366612520304807,0.002540713898954605,0.005456287225623746,0.3103003040526471,0.022366612520304807,0.2879336915323423,0.3077595901536925,0.30484401682702333,0.2879336915323423
2.65,0.9852138781290355,0.6736223916031492,0.9629305677037783,0.9828397684201764,0.9798825440459833,0.9832552376192267,0.9868382689824655,0.6649839643467037,0.6809956682910578,0.9598067391394899,0.9655983172976806,0.9807145237202721,0.9845901536923659,0.9775917364321718,0.9820077887458875,0.3115914865258863,0.02228331042525722,0.0023741097088590957,0.005331334083052197,0.3115914865258863,0.02228331042525722,0.2893081761006291,0.3092173768170272,0.3062601524428341,0.2893081761006291
2.7,0.9862968053646555,0.6736223916031492,0.9639301928443506,0.9837977425132247,0.9808405181390317,0.984254862759799,0.9878378941230378,0.6649839643467037,0.6809956682910578,0.9608886250989218,0.9666385522095885,0.9817891207463872,0.9854637844141785,0.9787100670581871,0.9828824607438883,0.3126744137615063,0.022366612520304918,0.0024990628514307556,0.005456287225623746,0.3126744137615063,0.022366612520304918,0.29030780124120137,0.31017535091007553,0.30721812653588254,0.29030780124120137
2.75,0.9874213836477993,0.6736223916031492,0.9653879795076852,0.9849639718438924,0.9819650964221756,0.985337789995419,0.988880211587322,0.6649839643467037,0.6809956682910578,0.9623880628097802,0.9681390311966351,0.9829168228580955,0.9866716647923701,0.9797982006747475,0.9837987837894128,0.3137989920446501,0.02203340414011412,0.002457411803906906,0.005456287225623746,0.3137989920446501,0.02203340414011412,0.291765587904536,0.3113415802407432,0.30834270481902637,0.291765587904536
2.8,0.9883793577408477,0.6736223916031492,0.9663876046482575,0.9857969927943693,0.9828814194677002,0.9863374151359913,0.9898371444041824,0.6649839643467037,0.6809956682910578,0.9634709900454003,0.9690959640134954,0.983713399141989,0.9873797326002755,0.9807988670915079,0.9846724145112256,0.31475696613769855,0.02199175309259027,0.002582364946478455,0.005497938273147485,0.31475696613769855,0.02199175309259027,0.2927652130451083,0.3121746011912201,0.30925902786455106,0.2927652130451083
